paper_id,year,topic,intervention_or_exposure,study_type,species,sample_size,primary_endpoint,endpoint_class,effect_size,evidence_level,risk_of_bias,actionability,medical_supervision,recommendation_class,claim_supported,claim_not_supported,zh_summary,en_summary,last_checked,quality_confidence_score,influence_score,venue_tier,venue_score,venue_weight_note,journal_metric_value,confidence_cap_rule,scoring_version
pubmed-37743489,2023,表观遗传时钟,epigenetic clock,human_randomized_or_clinical_trial,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 C 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：This study showed that MED and green-MED diets with increased polyphenols intake, such as green tea and Mankai, are inversely associated with biological aging. To the best of our knowledge, this is the first clinical trial to indicate a potential link between polyphenol intake, urine polyphenols, and biological aging.","Draft status: automatically prepared; not fully reviewed; not medical advice. This study showed that MED and green-MED diets with increased polyphenols intake, such as green tea and Mankai, are inversely associated with biological aging. To the best of our knowledge, this is the first clinical trial to indicate a potential link between polyphenol intake, urine polyphenols, and biological aging.",2026-05-12,81,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-33663610,2021,表观遗传时钟,epigenetic clock,human_randomized_or_clinical_trial,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「表观遗传时钟」作为证据图谱中的候选主题，并按 C 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Lifestyle weight-loss intervention may attenuate mAging. Deviation of mAge from chronological age might be related to body fat distribution and glycemic control and could indicate biological age, health status and the risk for premature cardiometabolic diseases.","Draft status: automatically prepared; not fully reviewed; not medical advice. Lifestyle weight-loss intervention may attenuate mAging. Deviation of mAge from chronological age might be related to body fat distribution and glycemic control and could indicate biological age, health status and the risk for premature cardiometabolic diseases.",2026-05-12,81,0,A_field_leading,7,"Leading aging, nutrition, metabolism, geriatrics, dermatology, or translational specialty venue.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-41359966,2026,GLP-1、减重与心代谢结局,GLP-1 / weight loss,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,medium,true,Medical Action,可支持：将「GLP-1、减重与心代谢结局」作为证据图谱中的候选主题，并按 E 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：GLP-1RAs may have little or no effect on risk for obesity-related cancers. Longer-term studies are needed to clarify potential risks or benefits.,Draft status: automatically prepared; not fully reviewed; not medical advice. GLP-1RAs may have little or no effect on risk for obesity-related cancers. Longer-term studies are needed to clarify potential risks or benefits.,2026-05-12,80,0,S_top_general_or_clinical,10,"Top general medical, top science, or major clinical specialty venue. Venue helps, but does not override study design, endpoint, or risk of bias.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-40677207,2025,身体活动与健康寿命,physical activity,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「身体活动与健康寿命」作为证据图谱中的候选主题，并按 E 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Exercise interventions did not significantly improve metabolic syndrome components in SMI. Future trials must prioritize tailored regimens, adjunctive therapies, and rigorous control of medication effects.","Draft status: automatically prepared; not fully reviewed; not medical advice. Exercise interventions did not significantly improve metabolic syndrome components in SMI. Future trials must prioritize tailored regimens, adjunctive therapies, and rigorous control of medication effects.",2026-05-12,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-35191588,2022,身体活动与健康寿命,physical activity,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「身体活动与健康寿命」作为证据图谱中的候选主题，并按 E 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,2026-05-12,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-37698858,2023,血压与健康寿命,blood pressure,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「血压与健康寿命」作为证据图谱中的候选主题，并按 E 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,2026-05-12,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-40658236,2026,LDL-C/apoB 与心血管风险,LDL-C / apoB,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「LDL-C/apoB 与心血管风险」作为证据图谱中的候选主题，并按 E 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Olezarsen effectively improves key lipid parameters, including TG, VLDL-C, ApoB, non-HDL-C, and LDL-C, while also safely raising HDL-C in patients with high-risk hypertriglyceridemia. Total cholesterol remained stable, and no increase in adverse events was noted. Further studies are needed to determine optimal dosing and long-term cardiovascular benefits.","Draft status: automatically prepared; not fully reviewed; not medical advice. Olezarsen effectively improves key lipid parameters, including TG, VLDL-C, ApoB, non-HDL-C, and LDL-C, while also safely raising HDL-C in patients with high-risk hypertriglyceridemia. Total cholesterol remained stable, and no increase in adverse events was noted. Further studies are needed to determine optimal dosing and long-term cardiovascular benefits.",2026-05-12,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-40338464,2025,LDL-C/apoB 与心血管风险,LDL-C / apoB,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「LDL-C/apoB 与心血管风险」作为证据图谱中的候选主题，并按 E 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：siRNA therapies show promise in effectively lowering Lp(a) levels, with minimal adverse effects. However, further research is required to establish their long-term safety and efficacy.","Draft status: automatically prepared; not fully reviewed; not medical advice. siRNA therapies show promise in effectively lowering Lp(a) levels, with minimal adverse effects. However, further research is required to establish their long-term safety and efficacy.",2026-05-12,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-40514653,2025,LDL-C/apoB 与心血管风险,LDL-C / apoB,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「LDL-C/apoB 与心血管风险」作为证据图谱中的候选主题，并按 E 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：This MA showed that the levels of LDL-C, ApoE, and ApoB in serum were associated with OS, and the TC level in serum and dyslipidemia were associated with DFS. However, the levels of blood lipids were less associated with other prognostic outcomes. Other high-quality studies are needed to further elucidate this issue.","Draft status: automatically prepared; not fully reviewed; not medical advice. This MA showed that the levels of LDL-C, ApoE, and ApoB in serum were associated with OS, and the TC level in serum and dyslipidemia were associated with DFS. However, the levels of blood lipids were less associated with other prognostic outcomes. Other high-quality studies are needed to further elucidate this issue.",2026-05-12,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-34957513,2022,LDL-C/apoB 与心血管风险,LDL-C / apoB,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「LDL-C/apoB 与心血管风险」作为证据图谱中的候选主题，并按 E 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Up to 60 g/d alcohol can cause changes in lipoprotein subfractions and related mechanisms that could influence cardiovascular health.,Draft status: automatically prepared; not fully reviewed; not medical advice. Up to 60 g/d alcohol can cause changes in lipoprotein subfractions and related mechanisms that could influence cardiovascular health.,2026-05-12,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-34348965,2021,LDL-C/apoB 与心血管风险,LDL-C / apoB,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「LDL-C/apoB 与心血管风险」作为证据图谱中的候选主题，并按 E 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：This synthesis suggests that low GI/GL dietary patterns result in small important improvements in established targets of glycaemic control, blood lipids, adiposity, blood pressure, and inflammation beyond concurrent treatment with hyperglycaemia drugs or insulin, predominantly in adults with moderately controlled type 1 and type 2 diabetes. The available evidence provides a good indication of the likely benefit in this population.","Draft status: automatically prepared; not fully reviewed; not medical advice. This synthesis suggests that low GI/GL dietary patterns result in small important improvements in established targets of glycaemic control, blood lipids, adiposity, blood pressure, and inflammation beyond concurrent treatment with hyperglycaemia drugs or insulin, predominantly in adults with moderately controlled type 1 and type 2 diabetes. The available evidence provides a good indication of the likely benefit in this population.",2026-05-12,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-32238384,2020,LDL-C/apoB 与心血管风险,LDL-C / apoB,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「LDL-C/apoB 与心血管风险」作为证据图谱中的候选主题，并按 E 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Moderate certainty evidence shows that most macronutrient diets, over six months, result in modest weight loss and substantial improvements in cardiovascular risk factors, particularly blood pressure. At 12 months the effects on weight reduction and improvements in cardiovascular risk factors largely disappear.","Draft status: automatically prepared; not fully reviewed; not medical advice. Moderate certainty evidence shows that most macronutrient diets, over six months, result in modest weight loss and substantial improvements in cardiovascular risk factors, particularly blood pressure. At 12 months the effects on weight reduction and improvements in cardiovascular risk factors largely disappear.",2026-05-12,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-26358358,2015,LDL-C/apoB 与心血管风险,LDL-C / apoB,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「LDL-C/apoB 与心血管风险」作为证据图谱中的候选主题，并按 E 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Pooled analyses showed that fructose only had an adverse effect on established lipid targets when added to existing diets so as to provide excess calories (+21% to 35% energy). When isocalorically exchanged for other carbohydrates, fructose had no adverse effects on blood lipids. More trials that are larger, longer, and higher quality are required.","Draft status: automatically prepared; not fully reviewed; not medical advice. Pooled analyses showed that fructose only had an adverse effect on established lipid targets when added to existing diets so as to provide excess calories (+21% to 35% energy). When isocalorically exchanged for other carbohydrates, fructose had no adverse effects on blood lipids. More trials that are larger, longer, and higher quality are required.",2026-05-12,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-23893306,2013,LDL-C/apoB 与心血管风险,LDL-C / apoB,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「LDL-C/apoB 与心血管风险」作为证据图谱中的候选主题，并按 E 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Study-level data from this systemic review establish that different lipid lowering agents can lead to discordance between LDL-P and LDL-C, therefore, basing LDL-lowering therapy only on the achievement of cholesterol goals may result in a treatment gap. Therefore, the use of LDL-P for monitoring lipid-lowering therapy, particularly for statins, can provide a more accurate assessment of residual cardiovascular risk.","Draft status: automatically prepared; not fully reviewed; not medical advice. Study-level data from this systemic review establish that different lipid lowering agents can lead to discordance between LDL-P and LDL-C, therefore, basing LDL-lowering therapy only on the achievement of cholesterol goals may result in a treatment gap. Therefore, the use of LDL-P for monitoring lipid-lowering therapy, particularly for statins, can provide a more accurate assessment of residual cardiovascular risk.",2026-05-12,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_A,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-40619882,2025,热量限制与人体衰老,caloric restriction,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「热量限制与人体衰老」作为证据图谱中的候选主题，并按 E 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Combined exercise and dietary interventions are more effective than exercise alone in reducing body weight. While VFA was reduced following long-term interventions of exercise in combination with caloric restriction, our analyses showed no change in liver fat, or IMTG. Additional investigation is required to delve into the processes behind these findings and to pinpoint treatments that efficiently focus on reducing ectopic fat.","Draft status: automatically prepared; not fully reviewed; not medical advice. Combined exercise and dietary interventions are more effective than exercise alone in reducing body weight. While VFA was reduced following long-term interventions of exercise in combination with caloric restriction, our analyses showed no change in liver fat, or IMTG. Additional investigation is required to delve into the processes behind these findings and to pinpoint treatments that efficiently focus on reducing ectopic fat.",2026-05-12,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-40533200,2025,限时进食与代谢健康,time-restricted eating / intermittent fasting,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「限时进食与代谢健康」作为证据图谱中的候选主题，并按 E 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Minor differences were noted between some intermittent fasting diets and continuous energy restriction, with some benefit of weight loss with alternate day fasting in shorter duration trials. The current evidence provides some indication that intermittent fasting diets have similar benefits to continuous energy restriction for weight loss and cardiometabolic risk factors. Longer duration trials are needed to further substantiate these findings.","Draft status: automatically prepared; not fully reviewed; not medical advice. Minor differences were noted between some intermittent fasting diets and continuous energy restriction, with some benefit of weight loss with alternate day fasting in shorter duration trials. The current evidence provides some indication that intermittent fasting diets have similar benefits to continuous energy restriction for weight loss and cardiometabolic risk factors. Longer duration trials are needed to further substantiate these findings.",2026-05-12,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-40369509,2025,限时进食与代谢健康,time-restricted eating / intermittent fasting,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「限时进食与代谢健康」作为证据图谱中的候选主题，并按 E 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Given its notable advantages for obesity, lipids, and insulin resistance, along with improved patient adherence, IF may be regarded as a more effective dietary approach for individuals with metabolic syndrome. Nonetheless, the long-term effectiveness still necessitates additional validation.","Draft status: automatically prepared; not fully reviewed; not medical advice. Given its notable advantages for obesity, lipids, and insulin resistance, along with improved patient adherence, IF may be regarded as a more effective dietary approach for individuals with metabolic syndrome. Nonetheless, the long-term effectiveness still necessitates additional validation.",2026-05-12,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-40603635,2025,限时进食与代谢健康,time-restricted eating / intermittent fasting,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「限时进食与代谢健康」作为证据图谱中的候选主题，并按 E 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：IF significantly lowered SBP and DBP in individuals with overweight or obesity, particularly in high-risk subgroups (obesity, age ≥45 years, and prehypertension/hypertension), with a favorable safety profile. Due to heterogeneity, future trials should standardize IF regimens and target these subgroups to confirm generalizability.","Draft status: automatically prepared; not fully reviewed; not medical advice. IF significantly lowered SBP and DBP in individuals with overweight or obesity, particularly in high-risk subgroups (obesity, age ≥45 years, and prehypertension/hypertension), with a favorable safety profile. Due to heterogeneity, future trials should standardize IF regimens and target these subgroups to confirm generalizability.",2026-05-12,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-40826125,2025,限时进食与代谢健康,time-restricted eating / intermittent fasting,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「限时进食与代谢健康」作为证据图谱中的候选主题，并按 E 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Overall this systematic review and meta-analysis demonstrated that fasting state contributed to improved glycemic control including FBS, HbA1c, and HOMA-IR levels. In addition, fasting intervention caused to an improvement in lipid metabolism (LDL-c) and inflammatory state indicated by IL-6.","Draft status: automatically prepared; not fully reviewed; not medical advice. Overall this systematic review and meta-analysis demonstrated that fasting state contributed to improved glycemic control including FBS, HbA1c, and HOMA-IR levels. In addition, fasting intervention caused to an improvement in lipid metabolism (LDL-c) and inflammatory state indicated by IL-6.",2026-05-12,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-41372862,2025,限时进食与代谢健康,time-restricted eating / intermittent fasting,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「限时进食与代谢健康」作为证据图谱中的候选主题，并按 E 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：IF and MD demonstrate distinct therapeutic profiles for MAFLD. IF serves as a robust strategy for weight management, particularly with more intensive regimens. Conversely, the MD demonstrates potential as a favorable strategy for targeting hepatic steatosis and lipid metabolism disorders. Therefore, clinicians are advised to adopt a personalized strategy, tailoring dietary prescriptions to the patient's primary metabolic characteristics, pending validation from high-quality, long-term RCTs.","Draft status: automatically prepared; not fully reviewed; not medical advice. IF and MD demonstrate distinct therapeutic profiles for MAFLD. IF serves as a robust strategy for weight management, particularly with more intensive regimens. Conversely, the MD demonstrates potential as a favorable strategy for targeting hepatic steatosis and lipid metabolism disorders. Therefore, clinicians are advised to adopt a personalized strategy, tailoring dietary prescriptions to the patient's primary metabolic characteristics, pending validation from high-quality, long-term RCTs.",2026-05-12,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-39327619,2024,限时进食与代谢健康,time-restricted eating / intermittent fasting,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「限时进食与代谢健康」作为证据图谱中的候选主题，并按 E 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,"草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：All four included regiments were effective in reducing body weight, with ADF likely having the most significant impact. Each regimen likely leads to modest weight loss after 1-3 months, followed by weight regain by 4-6 months. However, interventions lasting 7-12 months achieve greater weight loss overall.","Draft status: automatically prepared; not fully reviewed; not medical advice. All four included regiments were effective in reducing body weight, with ADF likely having the most significant impact. Each regimen likely leads to modest weight loss after 1-3 months, followed by weight regain by 4-6 months. However, interventions lasting 7-12 months achieve greater weight loss overall.",2026-05-12,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-38897385,2024,限时进食与代谢健康,time-restricted eating / intermittent fasting,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「限时进食与代谢健康」作为证据图谱中的候选主题，并按 E 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Combining TRE with exercise may be more effective in reducing body weight and fat mass and improving lipid profile than control diet with exercise. Implementing this approach may benefit individuals aiming to achieve weight loss and enhance their metabolic well-being. This study was registered in PROSPERO as CRD42022353834.,Draft status: automatically prepared; not fully reviewed; not medical advice. Combining TRE with exercise may be more effective in reducing body weight and fat mass and improving lipid profile than control diet with exercise. Implementing this approach may benefit individuals aiming to achieve weight loss and enhance their metabolic well-being. This study was registered in PROSPERO as CRD42022353834.,2026-05-12,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-37827491,2024,限时进食与代谢健康,time-restricted eating / intermittent fasting,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「限时进食与代谢健康」作为证据图谱中的候选主题，并按 E 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,2026-05-12,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
pubmed-37980382,2024,限时进食与代谢健康,time-restricted eating / intermittent fasting,systematic_review_or_meta_analysis,human,摘要级/题录级待复核 / abstract-or-metadata-level pending review,H3,H3,摘要级/题录级待复核,B,not_assessed_public_draft,low,false,Monitor,可支持：将「限时进食与代谢健康」作为证据图谱中的候选主题，并按 E 级草判证据继续复核。,不支持：不能把替代指标或 biomarker 改善直接解释为临床逆龄。,草稿状态：自动整理，尚未完成全文复核，不构成医疗建议。 中文草稿：英文摘要结论为：Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,Draft status: automatically prepared; not fully reviewed; not medical advice. Conclusion is not available in the abstract text; manual full-text or abstract review is still required before publication claims.,2026-05-12,80,0,C_indexed_or_identified,1,"Indexed or DOI/PMID-identifiable venue, but not in the curated high-weight venue list.",RCR=NA; cited_by=NA,max_level_B,v0.5_GRADE_RoB_AMSTAR_bibliometrics_venue
