finding_id,candidate_id,pmid,doi,title_en,topic_id,study_type,species,previous_level,decision,reason,retired_date,recovery_source
finding-pubmed-42695484,pubmed-42695484,42695484,10.1111/acel.70702,Akkermansia muciniphila and Its Bioactive Derivatives: Emerging Regulators of Healthy Aging.,microbiome-inflammaging,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42695527,pubmed-42695527,42695527,10.1111/acel.70696,Tissue-Level Transcriptomic Entropy Reveals Organ-Specific Aging Patterns and Predicts Cancer Progression.,partial-reprogramming,animal_study,mouse,D,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42695667,pubmed-42695667,42695667,10.1080/17425255.2026.2725922,Preventing drug interactions with antiretrovirals in the aging HIV population: focusing on population pharmacokinetic modeling.,microbiome-inflammaging,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42695875,pubmed-42695875,42695875,10.1021/acs.jproteome.5c00919,Omics Profiling of Patients with Obstructive Sleep Apnoea Reveals Risks of Diabetes Mellitus and Cardiovascular Diseases.,sleep-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42695888,pubmed-42695888,42695888,10.1021/acs.jproteome.6c00467,Plasma Proteomic Profiling of Comorbid and Noncomorbid COVID-19 Patients in ICU.,blood-pressure-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696028,pubmed-42696028,42696028,10.1093/eurjpc/zwag462,Lifestyle phenotypes associated with sudden cardiac arrest in the community: a multicentre case-control study.,sleep-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696125,pubmed-42696125,42696125,10.1007/s00296-026-06292-0,Handgrip strength relative to age- and sex-specific reference values in hospitalised patients with highly active rheumatoid arthritis: a single-centre cross-sectional study.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696146,pubmed-42696146,42696146,10.1080/19490976.2026.2725371,Nutritional regulation of gut-brain immune crosstalk across the lifespan.,microbiome-inflammaging,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696147,pubmed-42696147,42696147,10.1007/s00421-026-06413-4,The nuts and bolts of excitation-contraction coupling in skeletal muscle.,resistance-training-muscle,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696191,pubmed-42696191,42696191,10.1007/s11883-026-01456-6,Oral Incretin-Based Therapies for Weight Management.,glp1-weight-cardiometabolic,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696244,pubmed-42696244,42696244,10.1007/s11845-026-04599-2,Physical fitness and pulmonary function in adolescents with idiopathic scoliosis: a comparative study with healthy peers.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696378,pubmed-42696378,42696378,10.1177/02601060261485350,Association between the global leadership initiative on malnutrition criteria-defined malnutrition and hospitalization-associated disability in older patients: An observational cohort study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696402,pubmed-42696402,42696402,10.34067/KID.0000001379,Metformin-Associated Lactic Acidosis and Relative Euglycemic Ketoacidosis Precipitated by a Glucagon-Like Peptide-1 Receptor Agonist: A Case Report and Literature Review.,metformin-aging,narrative_review,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696446,pubmed-42696446,42696446,10.1016/j.tjfa.2026.100184,Effect of seated aerobic exercise on physical endurance in long-term care recipients: secondary analysis of a cluster non-randomized controlled trial.,resistance-training-muscle,human_randomized_or_clinical_trial,human,B,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696447,pubmed-42696447,42696447,10.1016/j.tjfa.2026.100195,"Higher cystatin C, but not creatinine, predicts frailty risk in individuals with normal kidney function.",resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696448,pubmed-42696448,42696448,10.1016/j.tjfa.2026.100194,Association of plasma growth differentiation factor-15 with the frailty phenotype - Evidence from the COGFRAIL study.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696449,pubmed-42696449,42696449,10.1016/j.tjfa.2026.100201,Fat-free mass index and apixaban exposure in frail hospitalized older adults: An exploratory study.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696451,pubmed-42696451,42696451,10.1016/j.tjfa.2026.100188,Intrinsic capacity and self-perceived health among home-dwelling older adults: The HUNT study.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696494,pubmed-42696494,42696494,10.2196/93638,Nursing Process Data for Health Care Cost Prediction Using Machine Learning: Longitudinal Study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696500,pubmed-42696500,42696500,10.2196/90009,Evaluation of a Consumer Wearable Smartwatch for Cardiac Interval Measurement in Healthy Adults: Cross-Sectional Method Comparison Study.,physical-activity-healthspan,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696521,pubmed-42696521,42696521,10.1080/25787489.2026.2725472,Subclinical cardiovascular risk among adolescents with HIV in Tanzania: the role of sleep behaviour and antiretroviral regimen on arterial stiffness.,sleep-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696581,pubmed-42696581,42696581,10.1126/sciadv.aeb4011,Impaired liver-muscle lactate metabolism causes sarcopenia via lactic acidosis in skeletal muscle in mice.,resistance-training-muscle,animal_study,mouse,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696641,pubmed-42696641,42696641,10.1093/ageing/afag259,Effects of the 'ReacStep' training program on balance recovery and fall risk factors in older people: an assessor-blinded randomised controlled trial.,resistance-training-muscle,human_randomized_or_clinical_trial,human,B,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696642,pubmed-42696642,42696642,10.1093/ageing/afag262,Frailty index deficit interchangeability: an empirical test using random survival forests in adults with cardiovascular disease.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696807,pubmed-42696807,42696807,10.1016/j.jamda.2026.106450,"Predicting Mobility and Functional Recovery After Hip Fracture With Handgrip Strength, Calf Circumference, and the SARC-F Questionnaire.",resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696829,pubmed-42696829,42696829,10.1016/j.jss.2026.08.004,Receipt of Preventive Care and Health Promotion Counseling in Early Stage Breast Cancer Survivors.,physical-activity-healthspan,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696840,pubmed-42696840,42696840,10.1016/j.atherosclerosis.2026.121898,Prediabetes: Impact on cardiovascular risk and emerging therapeutic strategies.,physical-activity-healthspan,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696868,pubmed-42696868,42696868,10.1016/j.maturitas.2026.109102,"Comprehensive geriatric assessment in older women with breast cancer: frailty, nutritional vulnerability and impact on treatment decision-making.",resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696955,pubmed-42696955,42696955,10.1016/j.thromres.2026.109824,OPtimal TIming for Reperfusion in Acute Pulmonary Embolism: Rationale and design of the OPTIRAPE registry.,physical-activity-healthspan,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42696970,pubmed-42696970,42696970,10.1016/j.autneu.2026.103480,Methyldopa for hyperadrenergic postural orthostatic tachycardia syndrome: A case series of five patients.,sleep-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42697008,pubmed-42697008,42697008,10.1016/j.identj.2026.111089,Effects of Immediate Dentin Sealing and Quercetin on the Fracture Strength of Ceramic Inlays in Premolars of Daibetics.,senolytics,mechanistic_or_cell_study,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42697069,pubmed-42697069,42697069,10.1016/j.hrtlng.2026.102930,"Mechanisms, outcomes, and management of heart failure-associated dysphagia: a scoping review - revised marked.",resistance-training-muscle,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42697164,pubmed-42697164,42697164,10.1016/j.currproblcancer.2026.101334,Predictors of change in cognitive function for patients with cancer treated with allogeneic hematopoietic cell transplant.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42697174,pubmed-42697174,42697174,10.1016/j.jnha.2026.100967,Impact of frailty phenotype on chronic disease accumulation and healthy life years lost: A multi-state analysis of the UK Biobank.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42697176,pubmed-42697176,42697176,10.1016/j.tjpad.2026.100666,Integrating frailty into decision-making for disease-modifying therapies in Alzheimer's disease: a proposed expert-opinion based approach.,resistance-training-muscle,narrative_review,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42697203,pubmed-42697203,42697203,10.1016/j.xcrm.2026.103023,"Emerging role of GLP-1 mono, dual, and triple agonists in the management of MASH-related fibrosis.",glp1-weight-cardiometabolic,narrative_review,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42697206,pubmed-42697206,42697206,10.1055/a-2928-5204,Recent Advances in Glucagon-Like Peptide-1 Receptor and Melanocortin-4 Receptor Agonists for the Treatment of Obesity and Type 2 Diabetes.,glp1-weight-cardiometabolic,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42697281,pubmed-42697281,42697281,10.1016/j.brainresbull.2026.112103,Effects of intrinsic aerobic capacity on an isometric forelimb resistance exercise task and bulbar motor function in aging rats.,resistance-training-muscle,animal_study,animal,D,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42697335,pubmed-42697335,42697335,10.1016/j.arr.2026.103359,Targeting the mitochondrial functional network: Decoding upstream pathological mechanisms and novel therapeutic paradigms for Alzheimer's disease.,autophagy-mitophagy,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42697418,pubmed-42697418,42697418,10.1016/j.phrs.2026.108432,Therapeutic targeting of tauopathies: From druggable biology to precision intervention.,autophagy-mitophagy,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42697445,pubmed-42697445,42697445,10.1016/j.exger.2026.113312,Endocannabinoid system dysregulation in non-communicable diseases: implications for skeletal muscle health.,physical-activity-healthspan,narrative_review,needs_review,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42697482,pubmed-42697482,42697482,10.1016/j.jcjd.2026.08.185,Historical Gaps in Kidney and Cardiovascular Risk Assessment Among Patients with Diabetes and Hypertension: A Real-World Primary Care Study.,ldl-apob-cardiovascular-risk,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42697499,pubmed-42697499,42697499,10.1016/j.jep.2026.122345,Synaptic remodeling and functional recovery: Huan Le Ning decoction mitigates perimenopausal anxiety and depression symptoms via hippocampal reorganization.,senolytics,animal_study,mouse,D,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42697579,pubmed-42697579,42697579,10.1136/bmjopen-2025-114566,Large-scale multiethnic electronic health record resource for diabetes complications research: the North West London Diabetes Cohort (NWLDC) - cohort profile.,blood-pressure-aging,human_cohort,human,B,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42697780,pubmed-42697780,42697780,10.1016/j.jfma.2026.08.056,Prevalence and one-year transition of sarcopenic obesity in Taiwan - using new definition from Asia-Oceania sarcopenic obesity consensus.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42698062,pubmed-42698062,42698062,10.1007/s41999-026-01601-z,Associations of malnutrition and hydration status with cognitive frailty in older adults.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42698192,pubmed-42698192,42698192,10.12659/AJCR.953812,Isolated Psychiatric Presentation of Cerebral Venous Thrombosis in a Patient Without Risk Factors: A Diagnostic Challenge.,sleep-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42698473,pubmed-42698473,42698473,10.1016/j.jccase.2026.05.006,Silent post-infarction ventricular septal rupture obscured by apical thrombus formation: A case report.,physical-activity-healthspan,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42698699,pubmed-42698699,42698699,10.1177/11795441261481095,Associated Determinants of Sexual Dysfunctions in Non-Specific Low Back Pain Patients in Cameroon: A Cross-Sectional Study.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42698893,pubmed-42698893,42698893,10.7759/cureus.115745,Sense of Coherence and Its Association With Adherence to Continuous Positive Airway Pressure (CPAP) Therapy in Patients With Obstructive Sleep Apnoea.,sleep-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42699277,pubmed-42699277,42699277,10.1016/j.bbrep.2026.102753,Mechanism of FXR signaling: from liver inflammation to hepatocellular carcinoma.,senolytics,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42699646,pubmed-42699646,42699646,10.5334/gh.1582,"Association of Sleep Duration, Metabolic Markers, and Risk of All-Cause and Cause-Specific Mortality in China and the UK.",sleep-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42700003,pubmed-42700003,42700003,10.1097/MD.0000000000050392,Clinical and CT features of patients with pneumatosis intestinalis: A retrospective single-center study.,blood-pressure-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42700007,pubmed-42700007,42700007,10.1097/MD.0000000000050524,Over-hydration as a key modifiable predictor of obstructive sleep apnea severity in dialysis patients with daytime sleepiness.,sleep-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42700009,pubmed-42700009,42700009,10.1097/MD.0000000000050070,Clinical challenges and individualized management of hypertensive emergency complicated by acute ischemic stroke: A case report and literature review.,blood-pressure-aging,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42700073,pubmed-42700073,42700073,10.1097/MD.0000000000050315,"Pre-frailty and frailty as independent predictors of mortality in U.S. breast cancer survivors: Evidence from the national health interview survey, 1997 to 2018: Frailty and all-cause mortality.",resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42700085,pubmed-42700085,42700085,10.1097/MD.0000000000050605,Case report: Tirzepatide-responsive refractory diabetes mellitus in an adult female with prader-willi syndrome.,glp1-weight-cardiometabolic,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42700192,pubmed-42700192,42700192,10.1007/s10143-026-04475-8,Survivorship analysis of laminectomy with or without fusion for spinal stenosis or degenerative spondylolisthesis: a national retrospective cohort study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42700218,pubmed-42700218,42700218,10.1007/s11427-025-3398-8,Single-cell multi-omics dissects transcript isoform and immune repertoire dynamics in human immunosenescence.,microbiome-inflammaging,metadata_only_needs_classification,cell,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42700278,pubmed-42700278,42700278,10.1007/s10072-026-09344-2,"Global burden of subarachnoid hemorrhage in young adults, 1990-2021: disparities, risk factors, and projections to 2050.",blood-pressure-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42700332,pubmed-42700332,42700332,10.1007/s11064-026-04889-2,"Strain-Specific Cognitive and Neurobiological Vulnerabilities to Social Isolation in Late Middle-Aged Wistar, Wistar-Kyoto, and Spontaneously Hypertensive Rats.",blood-pressure-aging,animal_study,animal,D,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42700391,pubmed-42700391,42700391,10.1016/j.tjfa.2026.100196,Components and classification of frailty and palliative care.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42700561,pubmed-42700561,42700561,10.1016/j.jclinane.2026.112310,Cognitive impairment influences perioperative quality of life in older surgical patients: A multicenter longitudinal study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42700590,pubmed-42700590,42700590,10.1016/j.sleep.2026.109247,Longitudinal NODDI-DTI assessment of brain recovery following CPAP in obstructive sleep apnea: Tissue-compartment changes in white and gray matter.,sleep-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42700707,pubmed-42700707,42700707,10.1016/j.prp.2026.156682,Association of myocardial injury with adverse long-term survival among patients with sarcopenia.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42700817,pubmed-42700817,42700817,10.1016/j.tjnut.2026.101822,Long-Term Vegetarian and Vegan Diets in Older Adults Are Associated With Inadequate Intakes of Protein and Micronutrients.,physical-activity-healthspan,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42700862,pubmed-42700862,42700862,10.1016/j.cct.2026.108465,Effects of resistance training for external snapping hip: protocol for a randomized controlled trial.,resistance-training-muscle,protocol_or_registered_plan,human,E,retired_from_active_findings,protocol_or_registered_plan,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42700866,pubmed-42700866,42700866,10.1016/j.arr.2026.103352,Mitochondria-endoplasmic reticulum contact sites (MERCS/MAM): Multi-layered upstream regulators of microglial senescence in Alzheimer's disease.,senolytics,animal_study,animal,D,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42700869,pubmed-42700869,42700869,10.1016/j.arr.2026.103353,Postbiotics as a Therapeutic Target in Cognitive Impairment: Exploring into Molecular Pathways and Neuroprotective Effects.,microbiome-inflammaging,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42700874,pubmed-42700874,42700874,10.1016/j.bbadis.2026.168451,Circular RNAs and SIRT1 in post-transcriptional regulation and human disease.,autophagy-mitophagy,narrative_review,cell,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42701071,pubmed-42701071,42701071,10.1016/j.ultrasmedbio.2026.08.002,Diaphragm Ultrasound: State-of-the-Art Review.,resistance-training-muscle,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42701149,pubmed-42701149,42701149,10.1007/s11357-026-02514-2,Longitudinal infection trajectories and biological aging acceleration in adults: a prospective cohort study.,epigenetic-clocks,human_cohort,human,B,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42701161,pubmed-42701161,42701161,10.1038/s41390-026-05417-2,Epigenetic programming in bronchopulmonary dysplasia: a framework linking early-life exposures to persistent lung disease-a narrative review.,microbiome-inflammaging,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42701317,pubmed-42701317,42701317,10.1210/clinem/dgag361,Approach to the Patient: Diagnosis and Management of Cushing's Syndrome in the Elderly - How Different Is It?,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42701321,pubmed-42701321,42701321,10.1080/10408398.2026.2728287,Non-hormonal strategies for menopausal health: the role of phytoestrogens.,microbiome-inflammaging,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42701351,pubmed-42701351,42701351,10.1002/jgh3.70466,The Evolution of Medications for Obesity Management.,glp1-weight-cardiometabolic,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42701547,pubmed-42701547,42701547,10.1016/j.mbm.2026.100208,From biomechanical mechanisms to clinical reasoning: Deciphering mechanobiological drivers of aortic valve calcification for precision therapy.,blood-pressure-aging,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42701778,pubmed-42701778,42701778,10.2147/IJWH.S613820,Clinical and Metabolic Factors Associated with Comorbidities of Thyroid and Breast Diseases in Women Aged 25-55 Years.,blood-pressure-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42701800,pubmed-42701800,42701800,10.2147/VHRM.S623354,"Public Awareness of Stroke Risk Factors, Warning Symptoms, Prevention Measures, and Stroke Management Among Adults in Two Major Cities in Yemen: A Cross-Sectional Study.",blood-pressure-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42701880,pubmed-42701880,42701880,10.1080/07853890.2026.2727194,Burden dynamics of pulmonary arterial hypertension in China and the G20 aggregate: a comparative analysis based on the global burden of disease study 2023.,blood-pressure-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42701914,pubmed-42701914,42701914,10.1007/s00420-026-02233-3,"Shift work, accelerated biological aging and mortality risk in US adults: a national prospective cohort study.",epigenetic-clocks,human_cohort,human,B,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42701941,pubmed-42701941,42701941,10.1007/s40292-026-00819-z,Lean Mass Reduction During Glucagon-like Peptide-1 Receptor Agonists-Induced Weight Loss: Rethinking Its Clinical Significance.,resistance-training-muscle,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42701956,pubmed-42701956,42701956,10.1007/s12094-026-04483-6,Cancer risk and mortality assessment in the overweight population: evaluation of single and integrated models based on inflammatory markers.,microbiome-inflammaging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42701962,pubmed-42701962,42701962,10.1007/s10735-026-10946-5,The neuroprotective potential of thymoquinone and intermittent fasting on aluminum chloride-induced Alzheimer's disease like model in rat hippocampus: insights into neurogenesis and autophagy.,time-restricted-eating,animal_study,animal,D,retired_from_active_findings,nonhuman_record_in_human_outcome_topic,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42702293,pubmed-42702293,42702293,10.1016/j.arr.2026.103355,"Vascular frailty: A new paradigm linking biological aging, gero-nephrology, and vascular medicine.",resistance-training-muscle,narrative_review,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42702341,pubmed-42702341,42702341,10.1016/j.phrs.2026.108440,HIF-1 plays a dual regulatory role in hippocampal neuronal PANoptosis in Alzheimer's disease via the HK2/VDAC1/NLRP3 axis and RIPK3 signaling.,glp1-weight-cardiometabolic,animal_study,mouse,D,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42702559,pubmed-42702559,42702559,10.5387/fms.26-00008,The impact of motor function deterioration on swallowing function in older adults: a narrative review.,resistance-training-muscle,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42702562,pubmed-42702562,42702562,10.2188/jea.JE20260157,"Descriptive Epidemiology of solitary death (kodokushi) in Tokyo's 23 wards, Japan, 2016-2023.",blood-pressure-aging,metadata_only_needs_classification,needs_review,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42702586,pubmed-42702586,42702586,10.1080/10937404.2026.2727613,Risk factors for frailty in aging: from sex and gender and genetic determinants to the exposome.,resistance-training-muscle,narrative_review,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42702735,pubmed-42702735,42702735,10.1111/idh.70163,Rethinking Dental Hygiene Practice: Home-Based Oral Health Care for Older Adults With Complex Care Needs.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42702807,pubmed-42702807,42702807,10.1093/cvr/cvag197,Vascular smooth muscle cell-derived osteoprotegerin drives pulmonary arterial hypertension via AKT activation and is attenuated by monoclonal antibody therapy.,autophagy-mitophagy,animal_study,mouse,D,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
